,Location,Date,Hum,Raf,Tmx,Tav,Tmi,landUse,Mosq
8332,여의도고등학교,2014-09-28 00:00:00,85.5,0.5,24.7,21.7,19.2,1.0,0.0
8333,여의도고등학교,2014-09-29 00:00:00,99.0,16.0,20.7,19.4,17.7,1.0,0.0
8334,여의도고등학교,2014-09-30 00:00:00,72.5,0,23.7,18.9,15.4,1.0,0.0
8335,여의도고등학교,2014-10-01 00:00:00,68.6,0,24.4,19.2,14.9,1.0,0.0
8336,여의도고등학교,2014-10-02 00:00:00,89.0,9.0,20.1,18.1,17.1,1.0,0.0
8337,여의도고등학교,2014-10-03 00:00:00,74.3,0,20.8,16.1,13.4,1.0,0.0
8338,여의도고등학교,2014-10-04 00:00:00,62.0,0,23.0,16.9,11.6,1.0,0.0
8339,여의도고등학교,2014-10-05 00:00:00,53.1,0,23.2,17.1,12.5,1.0,0.0
8340,여의도고등학교,2014-10-06 00:00:00,57.0,0,22.6,16.6,10.5,1.0,0.0
8341,여의도고등학교,2014-10-07 00:00:00,64.8,0,22.5,16.1,11.6,1.0,0.0
8342,여의도고등학교,2014-10-08 00:00:00,61.5,0,23.6,16.7,10.0,1.0,0.0
8343,여의도고등학교,2014-10-09 00:00:00,60.4,0,25.4,18.6,12.4,1.0,0.0
8344,여의도고등학교,2014-10-10 00:00:00,63.3,0,26.3,19.0,12.5,1.0,0.0
8345,여의도고등학교,2014-10-11 00:00:00,57.4,0,25.6,19.4,13.6,1.0,0.0
8346,여의도고등학교,2014-10-12 00:00:00,48.5,0,29.0,21.2,13.9,1.0,0.0
8347,여의도고등학교,2014-10-13 00:00:00,51.9,0,21.7,17.4,11.0,1.0,0.0
8348,여의도고등학교,2014-10-14 00:00:00,51.8,0,20.0,13.8,8.5,1.0,0.0
8349,여의도고등학교,2014-10-15 00:00:00,60.4,0,20.0,13.8,8.9,1.0,0.0
8350,여의도고등학교,2014-10-16 00:00:00,53.8,2.5,18.0,13.2,9.3,1.0,0.0
8351,여의도고등학교,2014-10-17 00:00:00,53.8,0,21.2,13.6,6.6,1.0,0.0
8352,여의도고등학교,2014-10-18 00:00:00,68.9,0,22.5,15.5,9.4,1.0,0.0
8353,여의도고등학교,2014-10-19 00:00:00,61.0,0,22.7,17.0,11.2,1.0,0.0
8354,여의도고등학교,2014-10-20 00:00:00,97.8,21.5,17.1,14.4,12.9,1.0,0.0
8355,여의도고등학교,2014-10-21 00:00:00,92.8,18.5,15.7,13.8,11.9,1.0,0.0
8356,여의도고등학교,2014-10-22 00:00:00,69.0,0,18.7,13.6,10.4,1.0,0.0
8357,여의도고등학교,2014-10-23 00:00:00,67.8,0,20.6,13.8,8.5,1.0,0.0
8358,여의도고등학교,2014-10-24 00:00:00,78.0,0,21.0,15.1,9.9,1.0,0.0
8359,여의도고등학교,2014-10-25 00:00:00,81.1,0,22.2,16.5,12.9,1.0,0.0
8360,여의도고등학교,2014-10-26 00:00:00,76.9,0.5,19.9,16.0,11.6,1.0,0.0
8361,여의도고등학교,2014-10-27 00:00:00,35.3,0,16.9,10.7,6.1,1.0,0.0
8362,여의도고등학교,2014-10-28 00:00:00,43.4,0,19.4,10.2,2.7,1.0,0.0
8363,여의도고등학교,2014-10-29 00:00:00,46.4,0,20.8,12.1,4.9,1.0,0.0
8364,여의도고등학교,2014-10-30 00:00:00,45.8,0,20.8,14.2,7.7,1.0,0.0
8365,여의도고등학교,2014-10-31 00:00:00,62.1,0.2,18.2,15.0,12.8,1.0,0.0
8366,여의도고등학교,2014-11-01 00:00:00,63.4,0,22.9,17.3,15.1,1.0,0.0
8367,여의도고등학교,2014-11-02 00:00:00,50.5,2.5,15.4,12.0,7.1,1.0,0.0
8368,여의도고등학교,2015-05-01 00:00:00,58.8,0,27.2,21.0,15.9,1.0,133.0
8369,여의도고등학교,2015-05-02 00:00:00,64.4,0.5,26.0,20.7,15.8,1.0,34.0
8370,여의도고등학교,2015-05-03 00:00:00,90.4,3.5,19.6,18.3,17.1,1.0,29.0
8371,여의도고등학교,2015-05-04 00:00:00,45.9,0,20.1,16.1,12.5,1.0,61.0
8372,여의도고등학교,2015-05-05 00:00:00,37.9,0,19.9,14.2,8.3,1.0,22.0
8373,여의도고등학교,2015-05-06 00:00:00,36.3,0,22.0,15.4,9.8,1.0,18.0
8374,여의도고등학교,2015-05-07 00:00:00,35.6,0,24.0,16.5,10.6,1.0,26.0
8375,여의도고등학교,2015-05-08 00:00:00,64.3,0,22.7,16.7,11.7,1.0,20.0
8376,여의도고등학교,2015-05-09 00:00:00,55.0,0,24.0,17.6,12.6,1.0,19.0
8377,여의도고등학교,2015-05-10 00:00:00,39.6,0,25.9,19.1,13.5,1.0,37.0
8378,여의도고등학교,2015-05-11 00:00:00,62.1,14.0,24.1,18.4,14.4,1.0,110.0
8379,여의도고등학교,2015-05-12 00:00:00,75.9,9.5,17.5,13.3,10.3,1.0,98.0
8380,여의도고등학교,2015-05-13 00:00:00,56.9,0.0,21.4,17.4,11.8,1.0,159.0
8381,여의도고등학교,2015-05-14 00:00:00,63.8,0,26.6,20.4,15.3,1.0,345.0
8382,여의도고등학교,2015-05-15 00:00:00,71.0,0,23.7,19.1,16.3,1.0,272.0
8383,여의도고등학교,2015-05-16 00:00:00,41.3,0,25.2,18.0,11.6,1.0,161.0
8384,여의도고등학교,2015-05-17 00:00:00,40.4,0,25.2,18.6,11.7,1.0,163.0
8385,여의도고등학교,2015-05-18 00:00:00,53.9,0,22.2,17.7,13.7,1.0,110.0
8386,여의도고등학교,2015-05-19 00:00:00,88.9,1.0,16.2,14.8,13.0,1.0,70.0
8387,여의도고등학교,2015-05-20 00:00:00,60.0,0,21.9,16.3,10.6,1.0,84.0
8388,여의도고등학교,2015-05-21 00:00:00,50.1,0,26.0,18.7,12.6,1.0,20.0
8389,여의도고등학교,2015-05-22 00:00:00,45.3,0,27.2,20.0,13.7,1.0,133.0
8390,여의도고등학교,2015-05-23 00:00:00,38.5,0,28.3,20.6,13.6,1.0,133.0
8391,여의도고등학교,2015-05-24 00:00:00,37.3,0,28.5,21.0,14.0,1.0,133.0
8392,여의도고등학교,2015-05-25 00:00:00,53.1,0,28.7,20.8,14.4,1.0,133.0
8393,여의도고등학교,2015-05-26 00:00:00,48.9,0,30.3,21.5,14.1,1.0,15.0
8394,여의도고등학교,2015-05-27 00:00:00,32.9,0,31.5,23.2,14.4,1.0,12.0
8395,여의도고등학교,2015-05-28 00:00:00,27.1,0,32.2,24.3,16.7,1.0,30.0
8396,여의도고등학교,2015-05-29 00:00:00,36.8,0,29.8,23.8,18.5,1.0,31.0
8397,여의도고등학교,2015-05-30 00:00:00,71.0,0.4,23.2,19.8,17.0,1.0,72.0
8398,여의도고등학교,2015-05-31 00:00:00,52.8,0,30.4,22.1,15.3,1.0,28.0
8399,여의도고등학교,2015-06-01 00:00:00,44.6,0,28.5,21.7,15.8,1.0,24.0
8400,여의도고등학교,2015-06-02 00:00:00,46.9,0,29.8,23.1,18.1,1.0,20.0
8401,여의도고등학교,2015-06-03 00:00:00,33.3,0,29.4,23.3,17.1,1.0,22.0
8402,여의도고등학교,2015-06-04 00:00:00,28.9,0,31.5,24.2,17.1,1.0,22.0
8403,여의도고등학교,2015-06-05 00:00:00,58.8,1.0,22.0,19.1,17.5,1.0,8.0
8404,여의도고등학교,2015-06-06 00:00:00,50.4,0,28.9,22.4,16.4,1.0,17.0
8405,여의도고등학교,2015-06-07 00:00:00,46.8,0,31.5,23.4,18.7,1.0,19.0
8406,여의도고등학교,2015-06-08 00:00:00,54.9,0,27.8,22.4,18.2,1.0,16.0
8407,여의도고등학교,2015-06-09 00:00:00,66.3,0,28.1,22.2,18.8,1.0,114.0
8408,여의도고등학교,2015-06-10 00:00:00,54.3,0,34.9,25.3,17.6,1.0,411.0
8409,여의도고등학교,2015-06-11 00:00:00,59.6,7.5,30.2,24.6,20.7,1.0,534.0
8410,여의도고등학교,2015-06-12 00:00:00,63.1,0.5,29.9,23.6,19.4,1.0,394.0
8411,여의도고등학교,2015-06-13 00:00:00,61.9,0.5,30.9,24.7,20.1,1.0,740.0
8412,여의도고등학교,2015-06-14 00:00:00,70.3,15.5,27.7,22.8,17.8,1.0,133.0
8413,여의도고등학교,2015-06-15 00:00:00,65.6,0,30.6,24.2,19.6,1.0,248.0
8414,여의도고등학교,2015-06-16 00:00:00,65.9,0,30.9,25.0,20.0,1.0,707.0
8415,여의도고등학교,2015-06-17 00:00:00,72.8,9.5,30.8,23.4,20.2,1.0,895.0
8416,여의도고등학교,2015-06-18 00:00:00,59.4,3.0,31.3,24.8,19.6,1.0,674.0
8417,여의도고등학교,2015-06-19 00:00:00,57.8,0,29.9,24.5,20.0,1.0,1061.0
8418,여의도고등학교,2015-06-20 00:00:00,91.0,44.5,22.6,19.6,17.0,1.0,847.0
8419,여의도고등학교,2015-06-21 00:00:00,69.1,0,29.6,22.4,15.6,1.0,740.0
8420,여의도고등학교,2015-06-22 00:00:00,60.4,0,29.1,24.0,19.4,1.0,963.0
8421,여의도고등학교,2015-06-23 00:00:00,64.1,0,31.0,24.7,19.7,1.0,859.0
8422,여의도고등학교,2015-06-24 00:00:00,58.3,0,30.6,25.7,21.1,1.0,591.0
8423,여의도고등학교,2015-06-25 00:00:00,65.1,2.0,29.1,24.8,21.0,1.0,53.0
8424,여의도고등학교,2015-06-26 00:00:00,75.8,12.5,25.3,21.0,18.0,1.0,21.0
8425,여의도고등학교,2015-06-27 00:00:00,55.3,0,31.1,25.2,19.2,1.0,28.0
8426,여의도고등학교,2015-06-28 00:00:00,61.8,0,31.1,25.4,21.0,1.0,20.0
8427,여의도고등학교,2015-06-29 00:00:00,61.8,0.0,30.6,25.7,21.2,1.0,26.0
8428,여의도고등학교,2015-06-30 00:00:00,70.0,2.5,29.2,24.4,21.9,1.0,316.0
8429,여의도고등학교,2015-07-01 00:00:00,66.3,0.5,27.9,23.7,21.0,1.0,2000.0
8430,여의도고등학교,2015-07-02 00:00:00,64.5,0,29.3,23.7,20.4,1.0,939.0
8431,여의도고등학교,2015-07-03 00:00:00,62.6,0,28.3,23.3,19.2,1.0,777.0
8432,여의도고등학교,2015-07-04 00:00:00,55.8,0,29.9,24.1,18.2,1.0,746.0
8433,여의도고등학교,2015-07-05 00:00:00,57.4,0,29.6,24.2,20.1,1.0,773.0
8434,여의도고등학교,2015-07-06 00:00:00,54.3,0,32.5,25.3,20.2,1.0,928.0
8435,여의도고등학교,2015-07-07 00:00:00,52.1,0,29.7,25.6,21.4,1.0,629.0
8436,여의도고등학교,2015-07-08 00:00:00,69.8,0.5,26.3,23.4,20.7,1.0,2000.0
8437,여의도고등학교,2015-07-09 00:00:00,61.3,0,31.8,26.5,22.1,1.0,16.0
8438,여의도고등학교,2015-07-10 00:00:00,60.9,0,34.3,29.2,23.6,1.0,20.0
8439,여의도고등학교,2015-07-11 00:00:00,60.3,0.0,36.0,30.4,25.7,1.0,21.0
8440,여의도고등학교,2015-07-12 00:00:00,94.1,29.0,28.0,24.8,24.0,1.0,133.0
8441,여의도고등학교,2015-07-13 00:00:00,90.8,10.0,24.9,23.1,21.4,1.0,4.0
8442,여의도고등학교,2015-07-14 00:00:00,72.4,0,31.4,26.1,22.5,1.0,6.0
8443,여의도고등학교,2015-07-15 00:00:00,58.8,0,33.9,27.9,22.7,1.0,19.0
8444,여의도고등학교,2015-07-16 00:00:00,51.3,0,28.9,24.7,20.6,1.0,16.0
8445,여의도고등학교,2015-07-17 00:00:00,49.8,0,28.6,23.6,18.4,1.0,10.0
8446,여의도고등학교,2015-07-18 00:00:00,63.5,0.5,27.8,24.3,22.3,1.0,10.0
8447,여의도고등학교,2015-07-19 00:00:00,77.4,5.0,29.8,25.1,21.3,1.0,10.0
8448,여의도고등학교,2015-07-20 00:00:00,71.4,0,31.2,27.5,24.4,1.0,18.0
8449,여의도고등학교,2015-07-21 00:00:00,81.6,11.0,29.6,27.0,24.6,1.0,14.0
8450,여의도고등학교,2015-07-22 00:00:00,76.9,1.0,31.7,27.7,25.3,1.0,18.0
8451,여의도고등학교,2015-07-23 00:00:00,81.0,16.0,32.1,26.9,24.9,1.0,10.0
8452,여의도고등학교,2015-07-24 00:00:00,96.9,26.5,25.4,24.7,22.6,1.0,133.0
8453,여의도고등학교,2015-07-25 00:00:00,95.1,80.0,26.4,25.0,24.4,1.0,133.0
8454,여의도고등학교,2015-07-26 00:00:00,85.5,40.5,30.0,26.0,23.5,1.0,133.0
8455,여의도고등학교,2015-07-27 00:00:00,86.0,1.5,30.0,26.2,24.4,1.0,133.0
8456,여의도고등학교,2015-07-28 00:00:00,74.4,0.0,31.2,27.7,24.6,1.0,133.0
8457,여의도고등학교,2015-07-29 00:00:00,82.9,4.0,28.8,26.7,24.8,1.0,133.0
8458,여의도고등학교,2015-07-30 00:00:00,76.4,0,33.1,28.6,25.5,1.0,133.0
8459,여의도고등학교,2015-07-31 00:00:00,74.3,0,32.4,27.9,26.2,1.0,133.0
8460,여의도고등학교,2015-08-01 00:00:00,72.8,0,31.6,28.2,26.0,1.0,133.0
8461,여의도고등학교,2015-08-02 00:00:00,84.3,16.5,29.2,26.5,24.1,1.0,133.0
8462,여의도고등학교,2015-08-03 00:00:00,71.5,0.0,31.5,27.9,25.6,1.0,133.0
8463,여의도고등학교,2015-08-04 00:00:00,73.3,0,30.8,27.5,25.4,1.0,133.0
8464,여의도고등학교,2015-08-05 00:00:00,67.0,0.1,32.7,28.6,25.9,1.0,133.0
8465,여의도고등학교,2015-08-06 00:00:00,64.5,0,34.4,29.3,24.5,1.0,133.0
8466,여의도고등학교,2015-08-07 00:00:00,71.3,11.0,34.4,28.9,26.0,1.0,133.0
8467,여의도고등학교,2015-08-08 00:00:00,79.1,7.5,33.0,26.6,24.3,1.0,133.0
8468,여의도고등학교,2015-08-09 00:00:00,74.4,0,31.0,26.7,23.3,1.0,133.0
8469,여의도고등학교,2015-08-10 00:00:00,72.1,0,32.0,27.0,23.9,1.0,133.0
8470,여의도고등학교,2015-08-11 00:00:00,73.6,0,30.6,26.8,24.5,1.0,133.0
8471,여의도고등학교,2015-08-12 00:00:00,67.5,0,32.9,27.3,22.1,1.0,55.0
8472,여의도고등학교,2015-08-13 00:00:00,68.6,0.0,31.1,26.5,23.9,1.0,191.0
8473,여의도고등학교,2015-08-14 00:00:00,66.4,0,32.5,26.9,22.7,1.0,191.0
8474,여의도고등학교,2015-08-15 00:00:00,70.4,0.1,30.8,27.1,23.1,1.0,100.0
8475,여의도고등학교,2015-08-16 00:00:00,74.9,29.0,31.2,25.8,20.7,1.0,133.0
8476,여의도고등학교,2015-08-17 00:00:00,61.5,0,32.9,26.6,19.8,1.0,73.0
8477,여의도고등학교,2015-08-18 00:00:00,59.9,0,32.2,27.9,24.1,1.0,25.0
8478,여의도고등학교,2015-08-19 00:00:00,70.3,0.0,29.7,26.8,24.2,1.0,27.0
8479,여의도고등학교,2015-08-20 00:00:00,75.5,0.4,28.1,25.4,24.2,1.0,35.0
8480,여의도고등학교,2015-08-21 00:00:00,78.3,2.5,29.3,25.2,23.0,1.0,11.0
8481,여의도고등학교,2015-08-22 00:00:00,69.8,0.0,29.6,25.5,23.4,1.0,10.0
8482,여의도고등학교,2015-08-23 00:00:00,65.5,0,31.7,26.3,20.9,1.0,7.0
8483,여의도고등학교,2015-08-24 00:00:00,60.6,0,30.3,26.3,23.3,1.0,12.0
8484,여의도고등학교,2015-08-25 00:00:00,76.4,5.5,24.5,21.7,19.2,1.0,4.0
8485,여의도고등학교,2015-08-26 00:00:00,68.4,0.0,25.3,21.9,18.9,1.0,4.0
8486,여의도고등학교,2015-08-27 00:00:00,61.1,0.0,30.0,24.7,21.2,1.0,10.0
8487,여의도고등학교,2015-08-28 00:00:00,69.4,0.3,28.1,23.2,19.0,1.0,47.0
8488,여의도고등학교,2015-08-29 00:00:00,65.8,0,30.8,24.4,19.0,1.0,223.0
8489,여의도고등학교,2015-08-30 00:00:00,65.9,0.0,31.0,24.9,19.9,1.0,274.0
8490,여의도고등학교,2015-08-31 00:00:00,62.9,0,31.2,25.9,21.0,1.0,332.0
8491,여의도고등학교,2015-09-01 00:00:00,59.4,0,30.7,25.9,22.6,1.0,613.0
8492,여의도고등학교,2015-09-02 00:00:00,72.8,0.5,27.7,23.9,22.0,1.0,554.0
8493,여의도고등학교,2015-09-03 00:00:00,75.1,18.0,28.2,23.9,19.8,1.0,253.0
8494,여의도고등학교,2015-09-04 00:00:00,68.5,0,30.7,24.8,20.6,1.0,396.0
8495,여의도고등학교,2015-09-05 00:00:00,79.8,5.0,23.6,21.9,19.4,1.0,342.0
8496,여의도고등학교,2015-09-06 00:00:00,60.4,0,26.2,22.2,19.3,1.0,463.0
8497,여의도고등학교,2015-09-07 00:00:00,52.9,0,28.7,22.6,16.8,1.0,397.0
8498,여의도고등학교,2015-09-08 00:00:00,43.6,0,28.9,22.7,16.2,1.0,375.0
8499,여의도고등학교,2015-09-09 00:00:00,42.9,0,30.1,22.4,15.3,1.0,276.0
8500,여의도고등학교,2015-09-10 00:00:00,62.3,0,28.4,22.4,17.0,1.0,245.0
8501,여의도고등학교,2015-09-11 00:00:00,76.4,2.5,24.4,21.0,16.8,1.0,112.0
8502,여의도고등학교,2015-09-12 00:00:00,60.4,0,24.0,19.2,15.5,1.0,37.0
8503,여의도고등학교,2015-09-13 00:00:00,54.1,0,26.0,20.2,15.2,1.0,5.0
8504,여의도고등학교,2015-09-14 00:00:00,61.1,0,27.8,22.1,16.4,1.0,7.0
8505,여의도고등학교,2015-09-15 00:00:00,48.5,0,28.7,22.8,17.4,1.0,14.0
8506,여의도고등학교,2015-09-16 00:00:00,45.5,0,26.7,21.6,16.0,1.0,3.0
8507,여의도고등학교,2015-09-17 00:00:00,46.4,0,27.6,21.4,15.5,1.0,2.0
8508,여의도고등학교,2015-09-18 00:00:00,52.1,0,29.2,21.9,15.9,1.0,7.0
8509,여의도고등학교,2015-09-19 00:00:00,58.3,0,29.0,22.3,17.0,1.0,3.0
8510,여의도고등학교,2015-09-20 00:00:00,69.0,0,28.3,22.1,17.9,1.0,8.0
8511,여의도고등학교,2015-09-21 00:00:00,62.1,0,29.4,22.6,16.5,1.0,6.0
8512,여의도고등학교,2015-09-22 00:00:00,48.4,0,31.0,23.9,18.0,1.0,6.0
8513,여의도고등학교,2015-09-23 00:00:00,57.9,0,26.1,22.0,19.0,1.0,6.0
8514,여의도고등학교,2015-09-24 00:00:00,56.4,0,30.6,23.4,17.5,1.0,5.0
8515,여의도고등학교,2015-09-25 00:00:00,56.5,0,29.8,23.4,19.0,1.0,83.0
8516,여의도고등학교,2015-09-26 00:00:00,54.5,0,28.0,22.4,17.9,1.0,183.0
8517,여의도고등학교,2015-09-27 00:00:00,39.4,0,29.8,21.9,14.2,1.0,198.0
8518,여의도고등학교,2015-09-28 00:00:00,39.6,0.0,28.3,21.4,15.5,1.0,176.0
8519,여의도고등학교,2015-09-29 00:00:00,36.6,0,28.2,22.1,15.9,1.0,139.0
8520,여의도고등학교,2015-09-30 00:00:00,45.3,0,26.2,21.3,19.4,1.0,296.0
8521,여의도고등학교,2015-10-01 00:00:00,77.5,35.0,19.7,16.3,10.7,1.0,116.0
8522,여의도고등학교,2015-10-02 00:00:00,53.5,0,21.5,16.5,8.6,1.0,79.0
8523,여의도고등학교,2015-10-03 00:00:00,49.4,0,24.5,19.2,13.3,1.0,127.0
8524,여의도고등학교,2015-10-04 00:00:00,38.9,0,22.4,16.6,11.2,1.0,86.0
8525,여의도고등학교,2015-10-05 00:00:00,49.4,0,25.6,18.0,11.0,1.0,75.0
8526,여의도고등학교,2015-10-06 00:00:00,57.5,0,26.3,18.7,12.1,1.0,51.0
8527,여의도고등학교,2015-10-07 00:00:00,67.5,0,25.7,19.6,14.1,1.0,42.0
8528,여의도고등학교,2015-10-08 00:00:00,61.1,0,26.4,20.1,15.7,1.0,31.0
8529,여의도고등학교,2015-10-09 00:00:00,43.8,0,20.5,16.2,12.8,1.0,2.0
8530,여의도고등학교,2015-10-10 00:00:00,70.9,3.5,17.2,12.8,10.4,1.0,2.0
8531,여의도고등학교,2015-10-11 00:00:00,72.6,3.5,14.4,10.8,8.1,1.0,0.0
8532,여의도고등학교,2015-10-12 00:00:00,56.5,0,17.9,12.3,8.2,1.0,1.0
8533,여의도고등학교,2015-10-13 00:00:00,66.4,0,21.3,15.0,7.8,1.0,1.0
8534,여의도고등학교,2015-10-14 00:00:00,64.6,0,24.5,17.1,10.9,1.0,4.0
8535,여의도고등학교,2015-10-15 00:00:00,62.1,0,26.1,17.9,12.1,1.0,3.0
8536,여의도고등학교,2015-10-16 00:00:00,71.0,0,24.2,17.5,13.2,1.0,2.0
8537,여의도고등학교,2015-10-17 00:00:00,64.8,0,26.6,18.7,12.4,1.0,1.0
8538,여의도고등학교,2015-10-18 00:00:00,65.1,0,24.2,17.9,12.4,1.0,0.0
8539,여의도고등학교,2015-10-19 00:00:00,67.4,0,23.9,18.1,13.6,1.0,3.0
8540,여의도고등학교,2015-10-20 00:00:00,69.5,0,25.1,18.8,15.4,1.0,1.0
8541,여의도고등학교,2015-10-21 00:00:00,72.5,0,22.7,17.9,13.9,1.0,3.0
8542,여의도고등학교,2015-10-22 00:00:00,64.8,0,23.1,17.5,14.5,1.0,1.0
8543,여의도고등학교,2015-10-23 00:00:00,69.1,0,21.4,17.5,15.2,1.0,1.0
8544,여의도고등학교,2015-10-24 00:00:00,64.4,10.5,22.0,16.9,13.2,1.0,0.0
8545,여의도고등학교,2015-10-25 00:00:00,51.0,0,22.8,16.3,12.1,1.0,3.0
8546,여의도고등학교,2015-10-26 00:00:00,66.8,2.0,18.7,15.0,12.0,1.0,2.0
8547,여의도고등학교,2015-10-27 00:00:00,69.3,26.5,15.9,12.1,7.7,1.0,1.0
8548,여의도고등학교,2015-10-28 00:00:00,49.0,0,15.8,9.9,5.6,1.0,2.0
8549,여의도고등학교,2015-10-29 00:00:00,50.4,0.5,14.7,8.4,3.2,1.0,0.0
8550,여의도고등학교,2015-10-30 00:00:00,41.8,0,10.4,5.4,1.7,1.0,0.0
8551,여의도고등학교,2015-10-31 00:00:00,42.5,0,12.3,5.7,1.1,1.0,0.0
8552,여의도고등학교,2015-11-01 00:00:00,48.4,0,12.6,7.0,1.3,1.0,0.0
8553,여의도고등학교,2015-11-02 00:00:00,60.5,0,15.2,10.8,6.1,1.0,0.0
8554,여의도고등학교,2015-11-03 00:00:00,67.6,0,18.7,11.8,6.6,1.0,2.0
8555,여의도고등학교,2015-11-04 00:00:00,62.0,0,19.8,12.2,5.8,1.0,0.0
8556,여의도고등학교,2015-11-05 00:00:00,63.9,0,19.2,13.2,8.6,1.0,1.0
8557,여의도고등학교,2015-11-06 00:00:00,63.9,4.5,19.2,13.5,9.6,1.0,0.0
8558,여의도고등학교,2015-11-07 00:00:00,91.5,24.5,11.7,10.5,9.3,1.0,0.0
8559,여의도고등학교,2015-11-08 00:00:00,90.6,10.5,11.8,11.1,10.3,1.0,0.0
8560,여의도고등학교,2015-11-09 00:00:00,87.6,3.5,12.1,10.8,9.8,1.0,0.0
8561,여의도고등학교,2015-11-10 00:00:00,80.0,0,13.5,10.0,7.7,1.0,0.0
8562,여의도고등학교,2015-11-11 00:00:00,72.4,0,17.7,11.6,6.6,1.0,0.0
8563,여의도고등학교,2015-11-12 00:00:00,63.5,0,21.0,14.5,10.2,1.0,0.0
8564,여의도고등학교,2015-11-13 00:00:00,83.8,22.5,13.1,11.5,10.5,1.0,0.0
8565,여의도고등학교,2015-11-14 00:00:00,97.3,3.5,14.2,12.8,11.0,1.0,0.0
8566,여의도고등학교,2015-11-15 00:00:00,84.5,0,17.2,13.4,10.6,1.0,0.0
8567,여의도고등학교,2015-11-16 00:00:00,85.1,5.5,14.0,12.2,10.7,1.0,0.0
8568,여의도고등학교,2015-11-17 00:00:00,69.6,0,19.3,13.9,11.0,1.0,0.0
8569,여의도고등학교,2015-11-18 00:00:00,70.6,5.5,12.6,10.4,8.4,1.0,1.0
8570,여의도고등학교,2015-11-19 00:00:00,72.8,0,10.8,8.9,6.7,1.0,0.0
8571,여의도고등학교,2015-11-20 00:00:00,72.6,0,14.4,9.8,7.1,1.0,0.0
8572,여의도고등학교,2015-11-21 00:00:00,55.9,0,15.4,9.2,5.0,1.0,0.0
8573,여의도고등학교,2015-11-22 00:00:00,66.5,3.5,15.7,10.2,5.9,1.0,0.0
8574,여의도고등학교,2015-11-23 00:00:00,80.9,6.5,11.0,8.5,6.5,1.0,0.0
8575,여의도고등학교,2015-11-24 00:00:00,69.5,0.5,8.8,5.6,2.7,1.0,0.0
8576,여의도고등학교,2015-11-25 00:00:00,86.8,11.0,5.3,2.4,0.9,1.0,0.0
8577,여의도고등학교,2015-11-26 00:00:00,63.8,0.0,0.9,-2.7,-4.8,1.0,0.0
8578,여의도고등학교,2015-11-27 00:00:00,59.1,0,2.0,-2.8,-7.3,1.0,0.0
8579,여의도고등학교,2015-11-28 00:00:00,70.8,0.1,2.6,0.1,-2.7,1.0,0.0
8580,여의도고등학교,2015-11-29 00:00:00,87.9,3.0,3.9,2.5,1.0,1.0,0.0
8581,여의도고등학교,2015-11-30 00:00:00,69.1,0,8.5,4.1,0.9,1.0,0.0
8582,여의도고등학교,2015-12-01 00:00:00,57.6,0,10.4,4.0,-1.3,1.0,0.0
8583,여의도고등학교,2015-12-02 00:00:00,71.4,13.5,8.5,6.0,2.9,1.0,0.0
8584,여의도고등학교,2015-12-03 00:00:00,79.3,7.1,3.3,-0.7,-3.2,1.0,0.0
8585,여의도고등학교,2015-12-04 00:00:00,63.9,0,3.1,-0.4,-4.4,1.0,0.0
8586,영등포공원,2011-05-01 00:00:00,74.9,0.0,15.7,12.5,9.9,1.0,24.0
8587,영등포공원,2011-05-02 00:00:00,57.6,0,20.7,14.2,8.5,1.0,24.0
8588,영등포공원,2011-05-03 00:00:00,44.1,0,20.6,15.3,11.9,1.0,24.0
8589,영등포공원,2011-05-04 00:00:00,41.5,0,21.8,15.9,10.6,1.0,0.0
8590,영등포공원,2011-05-05 00:00:00,35.9,0,23.7,17.5,12.7,1.0,0.0
8591,영등포공원,2011-05-06 00:00:00,63.3,0.5,17.9,15.4,13.2,1.0,0.0
8592,영등포공원,2011-05-07 00:00:00,80.6,3.5,21.8,14.5,11.5,1.0,0.0
8593,영등포공원,2011-05-08 00:00:00,56.1,0,24.1,17.3,10.3,1.0,0.0
8594,영등포공원,2011-05-09 00:00:00,78.8,4.0,22.0,17.6,14.6,1.0,0.0
8595,영등포공원,2011-05-10 00:00:00,89.3,6.5,18.5,16.5,14.5,1.0,0.0
8596,영등포공원,2011-05-11 00:00:00,74.6,14.0,21.1,17.2,14.4,1.0,0.0
8597,영등포공원,2011-05-12 00:00:00,64.0,0.0,20.2,15.7,11.5,1.0,0.0
8598,영등포공원,2011-05-13 00:00:00,56.5,0,20.6,14.6,10.3,1.0,0.0
8599,영등포공원,2011-05-14 00:00:00,39.8,0,22.9,17.2,12.1,1.0,0.0
8600,영등포공원,2011-05-15 00:00:00,50.0,0,22.9,17.2,13.0,1.0,0.0
8601,영등포공원,2011-05-16 00:00:00,48.4,0,22.2,16.4,10.9,1.0,0.0
8602,영등포공원,2011-05-17 00:00:00,35.4,0,22.8,17.5,11.6,1.0,24.0
8603,영등포공원,2011-05-18 00:00:00,40.9,0.0,25.4,20.5,13.8,1.0,24.0
8604,영등포공원,2011-05-19 00:00:00,60.4,0.4,23.6,20.7,18.8,1.0,24.0
8605,영등포공원,2011-05-20 00:00:00,89.8,15.0,20.5,17.5,15.6,1.0,10.0
8606,영등포공원,2011-05-21 00:00:00,85.1,2.0,17.7,14.5,12.6,1.0,24.0
